FileName;Image width [pix];Image height [pix];Block size N;Relative share hemorrhage;Relative share scar;Relative share necrosis;Relative share squeezed tissue;Relative share preexisting brain parenchyme;Relative share tumor;Relative share background;Area total [mm²];Area hemorrhage [mm²];Area scar [mm²];Area necrosis [mm²];Area squeezed tissue [mm²];Area preexisting brain parenchyme [mm²];Area tumor [mm²];Area background [mm²];Mean Nuclei # Necrosis;Mean Nuclei # Tumor;Mean Nuclei # Whole;Mean Nuclei # Scars;Mean Nuclei # Preexisting;Mean AVG Area Necrosis;Mean AVG Area Tumor;Mean AVG Area Whole;Mean AVG Area Scars;Mean AVG Area Preexisting;Mean STD Area Necrosis;Mean STD Area Tumor;Mean STD Area Whole;Mean STD Area Scars;Mean STD Area Preexisting;Mean COV Area Necrosis;Mean COV Area Tumor;Mean COV Area Whole;Mean COV Area Scars;Mean COV Area Preexisting;Mean AVG Eccentricity Necrosis;Mean AVG Eccentricity Tumor;Mean AVG Eccentricity Whole;Mean AVG Eccentricity Scars;Mean AVG Eccentricity Preexisting;Mean STD Eccentricity Necrosis;Mean STD Eccentricity Tumor;Mean STD Eccentricity Whole;Mean STD Eccentricity Scars;Mean STD Eccentricity Preexisting;Mean COV Eccentricity Necrosis;Mean COV Eccentricity Tumor;Mean COV Eccentricity Whole;Mean COV Eccentricity Scars;Mean COV Eccentricity Preexisting;Median Nuclei # Necrosis;Median Nuclei # Tumor;Median Nuclei # Whole;Median Nuclei # Scars;Median Nuclei # Preexisting;Median AVG Area Necrosis;Median AVG Area Tumor;Median AVG Area Whole;Median AVG Area Scars;Median AVG Area Preexisting;Median STD Area Necrosis;Median STD Area Tumor;Median STD Area Whole;Median STD Area Scars;Median STD Area Preexisting;Median COV Area Necrosis;Median COV Area Tumor;Median COV Area Whole;Median COV Area Scars;Median COV Area Preexisting;Median AVG Eccentricity Necrosis;Median AVG Eccentricity Tumor;Median AVG Eccentricity Whole;Median AVG Eccentricity Scars;Median AVG Eccentricity Preexisting;Median STD Eccentricity Necrosis;Median STD Eccentricity Tumor;Median STD Eccentricity Whole;Median STD Eccentricity Scars;Median STD Eccentricity Preexisting;Median COV Eccentricity Necrosis;Median COV Eccentricity Tumor;Median COV Eccentricity Whole;Median COV Eccentricity Scars;Median COV Eccentricity Preexisting;Mode Nuclei # Necrosis;Mode Nuclei # Tumor;Mode Nuclei # Whole;Mode Nuclei # Scars;Mode Nuclei # Preexisting;Mode AVG Area Necrosis;Mode AVG Area Tumor;Mode AVG Area Whole;Mode AVG Area Scars;Mode AVG Area Preexisting;Mode STD Area Necrosis;Mode STD Area Tumor;Mode STD Area Whole;Mode STD Area Scars;Mode STD Area Preexisting
N1916-12 HE - 2016-01-08 17.35.48;28672;23552;160;0.005374143;0.015533004;0.031194417;0.001661301;0.363902896;0.232089034;0.350245205;561.662537;3.018454703;8.724306708;17.5207356;0.933090343;204.3906238;130.3557155;196.7196103;3184.842514;2372.032039;1637.570178;3319.882099;1097.241091;27.01272902;34.28271181;34.93336272;33.80528646;36.04978426;17.11658213;21.12657021;20.61602727;23.74209109;20.58121788;0.619050841;0.598942028;0.579194285;0.688172558;0.561355847;0.701553201;0.703231107;0.681928621;0.730865435;0.66761191;0.149472396;0.153521866;0.158106275;0.149078549;0.16152308;0.214175839;0.22054899;0.234870161;0.204848863;0.245072844;3005.732533;2113.405687;1174.114271;3334.484529;939.2914166;25.46900945;32.82517303;33.88027141;33.2970303;35.12228073;15.75398809;19.21697455;19.30392499;22.1374697;19.53447777;0.613947349;0.591716084;0.57105533;0.67541867;0.549848048;0.701488872;0.705432907;0.683389052;0.733373409;0.667967284;0.148604428;0.152737071;0.15627526;0.148692158;0.160413258;0.210615467;0.215981118;0.228860174;0.202719011;0.240861039;3800;1100;1100;3900;1100;24;32;31;34;34;16;17;16;20;16
N1935-14 HE - 2016-04-14 12.11.28;14336;12544;160;0;0;0.137471385;0.053812322;0;0.158713004;0.650003289;149.5731756;0;0;20.56203166;8.048879843;0;23.73920807;97.22305604;3913.562247;4046.921373;3962.635664;-1;-1;36.69613627;34.12212148;35.63848364;-1;-1;33.68812498;23.31641826;29.14612171;-1;-1;0.760752378;0.665131196;0.71957108;-1;-1;0.72042313;0.708333617;0.714889646;-1;-1;0.146871656;0.155060015;0.150610244;-1;-1;0.204637031;0.220599489;0.211933953;-1;-1;3898.059379;4062.435377;3945.02395;-1;-1;31.39391183;33.09823767;32.423424;-1;-1;22.02050715;21.6504011;21.91552878;-1;-1;0.712486186;0.65953259;0.687747672;-1;-1;0.721674547;0.712780977;0.718513515;-1;-1;0.146904303;0.154151391;0.149592903;-1;-1;0.20258321;0.216123518;0.208293648;-1;-1;4600;3100;3100;-1;-1;29;28;29;-1;-1;20;18;18;-1;-1
N1995-15 HE - 2016-07-19 15.34.20;9216;7040;160;0.007630967;0;0.011721678;0;0;0.23474884;0.745898515;53.96408304;0.411798118;0;0.632549629;0;0;12.66800591;40.25172938;3010.950819;4502.94338;4439.206703;-1;-1;34.56461827;51.14200074;49.84750069;-1;-1;22.40292827;37.89991228;36.72662983;-1;-1;0.647930138;0.713442416;0.709989834;-1;-1;0.685267967;0.710514788;0.708698233;-1;-1;0.150690731;0.150764772;0.150859234;-1;-1;0.220739542;0.212686049;0.213395471;-1;-1;3311.002243;4649.492512;4508.5988;-1;-1;34.8194304;46.88061076;45.7828864;-1;-1;22.34892465;32.84181493;31.83644105;-1;-1;0.63741367;0.685147453;0.683596786;-1;-1;0.683605724;0.711755999;0.710828526;-1;-1;0.147773214;0.149523088;0.149540782;-1;-1;0.214554899;0.210512769;0.210601814;-1;-1;3100;5100;4300;-1;-1;35;42;42;-1;-1;21;28;28;-1;-1
N2041-14D HE - 2015-10-20 15.42.00;22528;22464;160;0.002818541;0;0.058661897;0;0.024810663;0.163054388;0.750654512;420.9198477;1.18637968;0;24.69195668;0;10.44330031;68.63282835;315.9653827;1986.851567;3279.886398;2822.832187;-1;2153.392032;22.61204497;36.27121078;32.02794867;-1;28.53512743;16.44117417;21.09897528;19.60170063;-1;17.03720834;0.639308193;0.555107126;0.583536958;-1;0.594674574;0.695471239;0.708266602;0.699911823;-1;0.660526307;0.132698968;0.149632137;0.145799134;-1;0.15266512;0.192747016;0.212678139;0.209978514;-1;0.23309978;1831.618262;3287.519958;3005.732533;-1;1925.547404;19.34801443;35.141184;32.21474338;-1;28.02055211;12.26661852;18.21894035;17.10749586;-1;16.22599395;0.634247929;0.52524652;0.550058772;-1;0.571632084;0.703633208;0.707965197;0.703532105;-1;0.661457472;0.135572749;0.149446998;0.147164625;-1;0.151760932;0.192444985;0.211411709;0.209046268;-1;0.229941937;1500;3100;3100;-1;1500;18;36;36;-1;27;11;17;17;-1;16
N2083-13A HE - 2016-04-14 12.04.50;22528;19264;160;0.021205099;0;0.038031668;0;0.072763407;0.317394205;0.550605622;360.9597554;7.654187373;0;13.72790145;0;26.26466149;114.5665345;198.7464706;3489.688509;5257.523536;4396.791185;-1;1551.291957;23.6691964;34.81706997;33.13274977;-1;31.79723362;15.49456906;23.53035793;21.61904032;-1;17.60737992;0.620672265;0.670184976;0.643739536;-1;0.551188656;0.694561839;0.726637024;0.7082154;-1;0.646096001;0.134005636;0.14940797;0.15044663;-1;0.161319999;0.193278868;0.206538817;0.214161743;-1;0.251465682;3804.130237;5494.854787;5025.209079;-1;1502.866267;23.34591247;33.77645462;32.25978514;-1;31.55919215;15.33611099;23.26852006;21.04978466;-1;17.01124515;0.662553674;0.673396478;0.655981722;-1;0.540973765;0.713346693;0.733009747;0.722317308;-1;0.647271666;0.138774132;0.148885712;0.149479007;-1;0.160275383;0.193512598;0.203462778;0.207434781;-1;0.248995804;47;6200;5400;-1;1500;24;29;28;-1;31;13;19;19;-1;17
N2189-15 HE - 2016-01-09 03.04.52;28672;24064;160;0.002573763;0.001776676;0.04150507;0.00471862;0.035856734;0.435172849;0.478409098;573.8725921;1.477011827;1.019585897;23.81862215;2.707886484;20.57719685;249.733771;274.5458689;1332.580612;4806.078584;4360.974056;3401.318726;2780.151269;24.53783131;38.05936695;36.50136486;30.21733606;32.46327908;13.16076364;23.56333829;22.22438093;21.69972084;17.19093732;0.523316644;0.611874207;0.598657699;0.703110864;0.525508902;0.637309528;0.677363779;0.671309961;0.724311508;0.637781371;0.147966809;0.162781199;0.161970927;0.150107306;0.167683326;0.2365272;0.241455613;0.242682735;0.207715444;0.264145422;986.2559874;4837.350795;4320.740516;3240.555387;2817.87425;24.52384582;37.48584166;36.3841792;29.15733051;32.593968;12.31571067;22.7735309;21.677916;20.20383902;16.83239423;0.515214612;0.612084573;0.599974795;0.710236468;0.519867149;0.639394105;0.67968681;0.674787767;0.722004187;0.63852346;0.152259074;0.162707516;0.162529848;0.151289838;0.167849359;0.23249146;0.23979872;0.240827918;0.208195962;0.263206084;280;3900;3900;2700;2800;26;36;36;23;30;12;21;21;13;19
N2264-13 HE - 2016-09-16 18.55.06;12288;11712;160;0.000976132;0;0;0.00089052;0;0.167600003;0.830533346;119.7021478;0.116845061;0;0;0.106597143;0;20.06208032;99.4166253;-1;4347.684063;4347.684063;-1;-1;-1;36.41022978;36.41022978;-1;-1;-1;24.87617693;24.87617693;-1;-1;-1;0.676131253;0.676131253;-1;-1;-1;0.689546742;0.689546742;-1;-1;-1;0.159994274;0.159994274;-1;-1;-1;0.23286338;0.23286338;-1;-1;-1;4344.222802;4344.222802;-1;-1;-1;36.06855448;36.06855448;-1;-1;-1;24.29889508;24.29889508;-1;-1;-1;0.670532886;0.670532886;-1;-1;-1;0.688921418;0.688921418;-1;-1;-1;0.159767509;0.159767509;-1;-1;-1;0.232031652;0.232031652;-1;-1;-1;3900;3900;-1;-1;-1;34;34;-1;-1;-1;21;21;-1;-1
N2298-13D HE - 2015-10-20 16.02.41;25600;20800;160;0.004463401;0;0.047673573;0;0.0339154;0.324901777;0.58904585;442.8870451;1.976782676;0;21.11400775;0;15.02069113;143.8947878;260.8807758;1833.218628;2972.956582;2665.919058;-1;966.8304423;25.12617561;33.51666564;32.47851691;-1;33.36736324;15.28786704;20.28294655;19.52180036;-1;17.63293496;0.589093651;0.59928098;0.594605233;-1;0.527338555;0.658232927;0.691798511;0.685549348;-1;0.658819154;0.158847678;0.155073582;0.155829904;-1;0.158791594;0.243460847;0.22536403;0.228892134;-1;0.243960401;1643.759979;2630.015966;2395.193112;-1;939.2914166;24.2453376;33.60323493;32.80160524;-1;33.538344;13.87153555;20.18514454;19.39232802;-1;17.43614374;0.573323794;0.597073578;0.591490747;-1;0.521472564;0.661292904;0.695585322;0.690269196;-1;0.658980255;0.157783523;0.154372872;0.154915268;-1;0.158053427;0.23822658;0.222301414;0.22444171;-1;0.241890986;1500;2300;2300;-1;1100;23;33;33;-1;32;13;20;20;-1;19
N2310-13D HE - 2016-01-09 04.22.12;23552;22400;160;0.180971031;0;0;0;0;0.296909654;0.522119315;438.798857;79.40988174;0;0;0;0;130.2836166;229.1053587;-1;4028.658183;4028.658183;-1;-1;-1;55.61786182;55.61786182;-1;-1;-1;41.06635194;41.06635194;-1;-1;-1;0.729529723;0.729529723;-1;-1;-1;0.697709991;0.697709991;-1;-1;-1;0.153599347;0.153599347;-1;-1;-1;0.220952306;0.220952306;-1;-1;-1;4273.775945;4273.775945;-1;-1;-1;55.41031596;55.41031596;-1;-1;-1;39.86521636;39.86521636;-1;-1;-1;0.716584383;0.716584383;-1;-1;-1;0.699900279;0.699900279;-1;-1;-1;0.154570168;0.154570168;-1;-1;-1;0.220792265;0.220792265;-1;-1;-1;5400;5400;-1;-1;-1;57;57;-1;-1;-1;39;39;-1;-1
N2362-15 HE;25600;15552;160;0.016301179;0;0.010758712;0;0;0.520516021;0.452424088;331.1432368;5.398025214;0;3.562674783;0;0;172.36536;149.8171769;2452.809441;4790.070433;4763.84343;-1;-1;33.92514427;39.51112876;39.39072956;-1;-1;19.58071017;22.64902596;22.5948242;-1;-1;0.578706341;0.571145181;0.571592253;-1;-1;0.659654536;0.694146518;0.693547244;-1;-1;0.151440404;0.155121442;0.155135466;-1;-1;0.232084357;0.224049895;0.224291025;-1;-1;2489.122254;4978.244508;4978.244508;-1;-1;33.34208557;39.78590344;39.704832;-1;-1;19.09839152;22.52247317;22.47474568;-1;-1;0.571054918;0.568054294;0.568286699;-1;-1;0.661859684;0.694726109;0.694373203;-1;-1;0.155298885;0.15482339;0.154878172;-1;-1;0.23968409;0.222972311;0.223236644;-1;-1;0;5400;5400;-1;-1;27;40;40;-1;-1;22;22;22;-1;-1
N2363-15C HE - 2016-01-09 01.25.36;18432;16768;160;0.006562616;0;0.029704837;0;0.139179537;0.255019342;0.569533668;257.0652683;1.687020533;0;7.636081969;0;35.77822505;65.55661568;146.4073251;2606.533681;3691.466167;2873.363416;-1;1272.110261;28.68045312;38.93121461;36.88613533;-1;34.85523919;17.46975767;22.33979772;21.35351673;-1;20.18279557;0.604719549;0.571076254;0.574114023;-1;0.570432046;0.67817445;0.697212039;0.690079152;-1;0.67660569;0.146656652;0.150829106;0.152261036;-1;0.155665134;0.217809624;0.217589943;0.222164573;-1;0.231993562;2536.086825;4085.917662;2066.441116;-1;1268.043412;28.12515672;39.75309785;37.359168;-1;34.45072985;17.03002109;22.44031483;21.40926512;-1;19.46208142;0.594049232;0.56372194;0.566641829;-1;0.557901253;0.686862608;0.703006587;0.695722771;-1;0.678071853;0.147408681;0.149478744;0.150631023;-1;0.154649164;0.214264414;0.212833295;0.216304422;-1;0.227125165;2300;1500;1500;-1;1200;28;41;41;-1;34;16;22;22;-1;20
N2367-15 HE - 2015-11-30 15.24.08;16384;19072;160;0.006230806;0;0.213401122;0;0;0.335156687;0.445211385;259.8997454;1.619384774;0;55.46289737;0;0;87.10713765;115.7103256;970.594539;4363.179433;3098.04171;-1;-1;20.64260398;44.04264648;35.20686536;-1;-1;11.70967636;25.22753395;20.17687433;-1;-1;0.525166571;0.567128203;0.554013583;-1;-1;0.670340257;0.728774027;0.707599108;-1;-1;0.12147428;0.144017867;0.136237185;-1;-1;0.183769324;0.198196594;0.19350634;-1;-1;422.6811375;4414.669658;3757.165666;-1;-1;19.5737088;43.7202209;37.73687946;-1;-1;10.82333013;24.10008604;20.48577146;-1;-1;0.5434103;0.55674112;0.556427455;-1;-1;0.677670057;0.728479473;0.718174491;-1;-1;0.131221527;0.143630334;0.141736708;-1;-1;0.189320457;0.197312395;0.196526049;-1;-1;94;4600;4600;-1;-1;16;43;38;-1;-1;0;22;22;-1;-1
N2368-15 HE - 2015-11-30 15.28.24;24576;25216;160;0.007695016;0.023663961;0.086588992;0.000535069;0.02718418;0.319384643;0.534948139;515.4387568;3.966309334;12.19732281;44.63132232;0.275795498;14.01177984;164.6232231;275.7330038;976.5313813;2633.260065;2212.92909;2468.824007;1247.347161;16.77194908;34.20854453;31.23021664;32.70275331;42.47717895;9.582553743;20.40500964;18.60382483;20.37410648;24.45256978;0.517163773;0.590616633;0.580105411;0.625499009;0.575773386;0.695742293;0.711779295;0.708301883;0.737929342;0.678687317;0.111115979;0.15007763;0.14327066;0.147124613;0.158272069;0.160802854;0.214166862;0.204854511;0.200911223;0.234880054;657.5039916;2442.157683;2019.476546;2301.263971;1221.078842;15.4750592;33.87220371;32.05995055;32.15650265;42.74119979;8.737988095;19.25466602;18.30755017;19.85774982;24.32930932;0.538415285;0.589389689;0.586298109;0.625232825;0.566859577;0.70336723;0.719548899;0.713503217;0.737992346;0.677619275;0.120612254;0.148557052;0.145462657;0.147443144;0.157032787;0.170006158;0.207082024;0.202360298;0.198383578;0.230726662;94;1500;1500;2300;1500;14;35;35;32;46;0;19;19;19;25
N2371-15A HE - 2016-01-26 04.50.59;14336;15232;160;0.013758083;0;0.059627066;0;0;0.294872554;0.631742297;181.6245704;2.498806004;0;10.82974022;0;0;53.55610096;114.7399232;4165.926168;4572.401039;4508.782255;-1;-1;29.16522119;38.0730896;36.51097883;-1;-1;19.48415128;25.4088731;24.38274047;-1;-1;0.653950398;0.668240419;0.666425362;-1;-1;0.696763596;0.734639217;0.728281598;-1;-1;0.15486447;0.145618151;0.147225798;-1;-1;0.223320752;0.199020238;0.203164487;-1;-1;4273.775945;4555.56337;4508.5988;-1;-1;28.02738917;37.59300079;36.03675597;-1;-1;18.34351092;25.15618012;24.08784483;-1;-1;0.639938021;0.663859359;0.659531449;-1;-1;0.696104145;0.736901424;0.731698826;-1;-1;0.154570516;0.144832989;0.145850146;-1;-1;0.222126294;0.196949156;0.199668296;-1;-1;4600;4600;4600;-1;-1;27;38;38;-1;-1;19;26;26;-1;-1
N2371-15B HE - 2016-01-09 01.42.51;21504;14656;160;0.028483422;0;0.150876396;0;0;0.240761389;0.579878793;262.1346215;7.466491031;0;39.54992708;0;0;63.11189549;152.0063079;2503.930382;3886.543241;3334.741532;-1;-1;23.3406061;38.35365801;32.0882424;-1;-1;14.09388116;23.80618278;19.81643946;-1;-1;0.590406048;0.620835808;0.610491613;-1;-1;0.680768895;0.739409263;0.715369773;-1;-1;0.143763356;0.143831587;0.144150856;-1;-1;0.212369699;0.195289163;0.2027683;-1;-1;2630.015966;3945.02395;3569.307383;-1;-1;24.19785742;38.71686776;32.80524677;-1;-1;13.92696724;23.63047029;20.30485637;-1;-1;0.590547481;0.61643485;0.609429149;-1;-1;0.683599211;0.739662884;0.720994057;-1;-1;0.148138961;0.143843682;0.145372323;-1;-1;0.215495008;0.193965433;0.200510227;-1;-1;3100;3900;3900;-1;-1;27;39;39;-1;-1;14;23;23;-1;-1
N2372-15 HE - 2016-01-09 01.47.15;24576;24320;160;0.016465947;0.135471224;0.008647154;0.0016793;0.014042697;0.223227287;0.600466392;497.123674;8.185611903;67.34595237;4.29870501;0.834819789;6.980957144;110.9715689;298.5060589;2043.267809;3399.468248;3284.021979;3375.292112;1104.621979;32.66615962;40.30863563;38.74999514;37.52402411;32.70661829;21.49464494;27.01860255;26.13075906;25.65623866;19.50380493;0.646470279;0.661300497;0.663793458;0.670333735;0.604488249;0.696914167;0.724876026;0.723674923;0.7273833;0.677291395;0.152585755;0.149905511;0.150812177;0.15211071;0.150597374;0.220409898;0.208563409;0.209995258;0.210327833;0.224613856;1855.100548;3475.378241;3287.519958;3193.590816;986.2559874;31.57528546;39.704832;37.75780566;36.19427923;32.62974919;20.2209922;26.31846948;24.87631333;23.82370963;18.79287979;0.642246608;0.649278469;0.65379023;0.661195394;0.592417752;0.701113813;0.73065092;0.72922543;0.731358584;0.675782793;0.15172075;0.148330826;0.149053306;0.150413172;0.146528672;0.218575035;0.20295178;0.204929276;0.20611986;0.21522326;1700;3900;3100;3100;1100;32;37;34;34;32;15;27;23;20;18
N2373-15 HE - 2016-01-09 01.54.13;17408;15872;160;0.008363706;0;0.209113999;0;0.024969604;0.305799709;0.451752983;229.8106809;1.922068892;0;48.05663043;0;5.738281703;70.27603926;103.8176606;1129.345562;3121.361999;2255.833418;-1;1288.199881;24.31591152;34.00385462;30.0813477;-1;31.80883897;14.10921323;19.31509495;17.23857369;-1;17.96248119;0.573022554;0.566560535;0.570204871;-1;0.558522355;0.676434011;0.706263877;0.69462523;-1;0.69706988;0.142061091;0.151011859;0.14743405;-1;0.14706506;0.213269803;0.214732724;0.214067051;-1;0.212879508;892.3268458;3146.626246;2207.334829;-1;1268.043412;23.2125888;34.116096;31.0587072;-1;31.212288;13.18629008;19.20192098;17.48721929;-1;17.8303649;0.563605859;0.561595672;0.562873928;-1;0.557010005;0.681269429;0.707931497;0.700287087;-1;0.69795685;0.141677558;0.150321602;0.147787929;-1;0.144346815;0.205839654;0.212634232;0.210245467;-1;0.208034177;1500;3100;1500;-1;1500;22;34;34;-1;31;12;19;19;-1;19
N2374-15 HE - 2016-01-09 01.58.09;18432;18368;160;0;0.089186104;0.252673821;0;0;0.067466056;0.590674019;281.5943969;0;25.11430713;71.15153216;0;0;18.99806349;166.3304941;1565.566389;3212.395171;2137.884365;3214.693444;-1;25.21414403;35.53845556;31.18848239;46.28535649;-1;22.396947;25.28522038;27.97195463;46.26559525;-1;0.656140235;0.696590318;0.713879222;0.882609751;-1;0.698311328;0.747022091;0.715988669;0.746966011;-1;0.124009065;0.142504154;0.1312748;0.143826186;-1;0.178681375;0.191306602;0.184100252;0.193310546;-1;986.2559874;3099.661675;1831.618262;3381.4491;-1;19.06613169;34.933248;25.39803927;37.93505903;-1;12.19359992;22.74173111;18.0946745;30.96042693;-1;0.644481868;0.6742958;0.692691235;0.78830011;-1;0.708891074;0.748636961;0.726590509;0.748975973;-1;0.131512919;0.140618128;0.137129126;0.143692094;-1;0.18392309;0.189329684;0.187322998;0.191926257;-1;140;3200;1500;3900;-1;16;37;16;37;-1;11;21;12;25;-1
N2375-15 HE - 2016-01-09 02.02.36;26624;16768;160;0.00387226;0;0.007653602;0.047072403;0.033175154;0.210357061;0.697869519;371.3164986;1.437834189;0;2.841908721;17.47875998;12.31848213;78.10904743;259.1304662;1003.867701;1290.261589;1237.988178;-1;1050.734429;30.51790446;32.67848888;33.28407004;-1;37.1849358;19.9021168;20.48758918;20.5360902;-1;21.45640671;0.621336756;0.588387607;0.586823998;-1;0.577705497;0.661890413;0.674125786;0.67768157;-1;0.697237622;0.14523465;0.155963653;0.15424113;-1;0.146866817;0.225592714;0.23374381;0.230108256;-1;0.212566874;563.57485;1174.114271;1127.1497;-1;986.2559874;27.9597312;31.987488;32.5211904;-1;37.09662255;15.93312697;18.05642692;18.4698042;-1;20.88752244;0.580325836;0.568036959;0.568844334;-1;0.574603339;0.673997452;0.673895947;0.678412701;-1;0.700076682;0.141749966;0.15435585;0.1522705;-1;0.145250217;0.209717086;0.228379534;0.224563682;-1;0.209751098;330;1100;1200;-1;1200;26;30;30;-1;38;14;16;16;-1;21
N2376-15 HE - 2016-01-09 02.08.56;25600;18944;160;0.008219743;0;0.014542906;0.014515329;0;0.343523316;0.619439495;403.3678934;3.315580275;0;5.86614155;5.855017806;0;138.5662764;249.8620043;2257.778257;3506.687955;3466.816478;-1;-1;27.73925571;37.58340734;37.18361854;-1;-1;17.51464675;23.07361683;22.85617393;-1;-1;0.627022551;0.610472199;0.611477014;-1;-1;0.692121143;0.702533051;0.702497007;-1;-1;0.151285512;0.150583353;0.150593439;-1;-1;0.219721634;0.215249675;0.215280707;-1;-1;2042.958831;3522.342812;3475.378241;-1;-1;26.62525964;37.61012524;37.31664887;-1;-1;16.61221586;22.61842896;22.40192544;-1;-1;0.623427426;0.602418419;0.603467392;-1;-1;0.695936004;0.704290594;0.704376976;-1;-1;0.150358923;0.149736936;0.149676719;-1;-1;0.215470674;0.212490044;0.212382384;-1;-1;1500;4600;3100;-1;-1;25;37;37;-1;-1;13;21;21;-1;-1
N2377-15 HE - 2016-01-09 02.15.12;7168;7936;160;0;0;0;0;0;0.182530662;0.817469338;47.31396371;0;0;0;0;0;8.636249139;38.67771457;-1;4375.817149;4375.817149;-1;-1;-1;41.11178559;41.11178559;-1;-1;-1;24.83494896;24.83494896;-1;-1;-1;0.601074295;0.601074295;-1;-1;-1;0.727142274;0.727142274;-1;-1;-1;0.145375552;0.145375552;-1;-1;-1;0.200331978;0.200331978;-1;-1;-1;4508.5988;4508.5988;-1;-1;-1;40.35345536;40.35345536;-1;-1;-1;23.75892852;23.75892852;-1;-1;-1;0.593629835;0.593629835;-1;-1;-1;0.726543086;0.726543086;-1;-1;-1;0.144813579;0.144813579;-1;-1;-1;0.198467968;0.198467968;-1;-1;-1;4600;4600;-1;-1;-1;39;39;-1;-1;-1;24;24;-1;-1
N2378-15 HE - 2016-01-09 02.17.25;25600;21888;160;0.00035689;0.04499493;0.057833562;0;0;0.24263555;0.654179068;466.0534444;0.16632967;20.97004201;26.953531;0;0;113.0811337;304.882408;1619.190337;4148.614262;3712.478381;4084.852591;-1;20.80969733;34.79867671;32.73414111;37.50714171;-1;12.1739452;20.92698483;20.25269482;26.57486451;-1;0.570530694;0.592392036;0.604655978;0.689152875;-1;0.675988475;0.700998516;0.70250434;0.736117081;-1;0.138357872;0.155191065;0.150654926;0.143863854;-1;0.206430132;0.222611591;0.215702103;0.19585631;-1;1361.972554;4132.882233;3851.094808;4132.882233;-1;19.9887144;33.6441469;32.22455958;34.99163397;-1;11.59688034;19.85802342;19.0937621;24.27306469;-1;0.566439082;0.590917435;0.600191594;0.687904971;-1;0.681381951;0.705163041;0.707095992;0.739213682;-1;0.14110738;0.154314999;0.151180626;0.143247635;-1;0.2051659;0.219630052;0.21330238;0.193423258;-1;1500;3900;3900;3900;-1;17;32;32;32;-1;12;17;16;24;-1
N2380-15A HE - 2016-01-26 04.55.07;24576;14784;160;0.015834351;0;0.136575261;0.002580844;0;0.433611274;0.41139827;302.198865;4.785123041;0;41.27288893;0.779928012;0;131.0368348;124.3240902;1257.331722;4176.309367;3455.255896;-1;-1;24.95324344;36.11690997;33.62443362;-1;-1;14.91696948;21.01535205;19.62855514;-1;-1;0.519111343;0.579324184;0.566430785;-1;-1;0.662954301;0.703659302;0.695004262;-1;-1;0.141102275;0.154212571;0.151696078;-1;-1;0.216593505;0.220099462;0.219746248;-1;-1;704.4685624;4038.953091;3522.342812;-1;-1;22.9838592;35.21710042;33.40091565;-1;-1;11.6471951;20.48983296;18.98716499;-1;-1;0.521237904;0.574946557;0.567451049;-1;-1;0.665309345;0.705758039;0.700692252;-1;-1;0.148154253;0.153763431;0.153219813;-1;-1;0.220764773;0.218126767;0.218518988;-1;-1;0;3900;0;-1;-1;23;35;34;-1;-1;11;19;19;-1;-1
N2380-15C HE - 2016-01-09 02.23.53;27648;21056;160;0.006017235;0;0.085002468;0.002454001;0;0.305701532;0.600824765;484.2049996;2.913575111;0;41.15861978;1.188239459;0;148.0222101;290.9223552;1354.821199;5146.946502;4332.166762;-1;-1;24.80556933;42.06397949;38.8811296;-1;-1;14.51314339;26.20579484;24.06340033;-1;-1;0.543745906;0.620053917;0.607544157;-1;-1;0.693242472;0.714134649;0.710647424;-1;-1;0.126548064;0.152997565;0.148695438;-1;-1;0.183041254;0.214877614;0.209743091;-1;-1;892.3268458;5400.925645;4978.244508;-1;-1;24.43280148;41.95291424;39.89040623;-1;-1;15.13965562;25.75878867;24.35933888;-1;-1;0.604745512;0.611822603;0.611167263;-1;-1;0.701902333;0.714649599;0.713326687;-1;-1;0.141016279;0.152764356;0.151625536;-1;-1;0.198135217;0.21355043;0.212067215;-1;-1;0;5400;0;-1;-1;31;41;41;-1;-1;0;27;24;-1;-1
N2381-15 HE - 2016-01-09 02.31.04;25600;26368;160;0.007220481;0.008491432;0.038225321;0;0.144513477;0.24193682;0.559612468;561.4445003;4.053899462;4.767467611;21.46139644;0;81.136297;135.8340972;314.1913426;2965.70591;4966.364064;3791.55145;4762.158814;2300.438396;28.59175461;42.64173702;36.90003041;62.12103306;29.4489861;18.27032979;27.68474271;22.99506651;53.67843866;15.45521087;0.632679501;0.6377646;0.597392815;0.824101929;0.514097552;0.686994257;0.712559831;0.686472533;0.742676618;0.645982468;0.152463314;0.152169819;0.155620328;0.145562897;0.161980579;0.223306741;0.214517929;0.228968925;0.196447177;0.253069327;2817.87425;5260.031933;3569.307383;5072.17365;2301.263971;28.35692544;40.60221347;33.80356585;58.74056977;28.12958208;17.67028587;25.72559976;20.17535786;47.05234191;13.90414952;0.626560486;0.634356655;0.597978304;0.801508448;0.493548576;0.690961361;0.717795297;0.695741731;0.74281242;0.644081428;0.152844692;0.151308334;0.154138547;0.144906739;0.162298727;0.221795052;0.211141423;0.222072278;0.194847925;0.251277314;2300;5400;2300;5700;2300;31;35;28;47;27;17;21;17;48;13
